Titular;Municipio(s);ESTADO;PrimeiroDeSUBS;LONGITUDE;LATITUDE;CFEM;FAIXA OPERAÇÃO CFEM
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;CASTRO;PR;TALCO;-50,002811;-24,795418;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PONTA GROSSA;PR;TALCO;-50,161442;-25,092547;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
ITAJARA MINÉRIOS LTDA;PIRACAIA;SP;TALCO;-46,358755;-23,050499;45703;P1
Itapetinga Agro Industrial S A;MOSSORÓ;RN;GIPSO;-37,356874;-5,193801;88;P1
Itapetinga Agro Industrial S A;MOSSORÓ;RN;GIPSO;-37,356874;-5,193801;88;P1
Itapetinga Agro Industrial S A;MOSSORÓ;RN;GIPSO;-37,356874;-5,193801;88;P1
Itapetinga Agro Industrial S A;MOSSORÓ;RN;GIPSO;-37,356874;-5,193801;88;P1
J M Comércio e Mineração de Pedras Ltda.;AGRONÔMICA;SC;FOLHELHO;-49,718369;-27,269716;3810;P1
Jayme Vicente Valadares Me;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;4679;P1
Jjbf Ltda;POÇOS DE CALDAS;MG;BAUXITA;-46,56641;-21,787364;58;P1
Jmn Mineração S.a.;DESTERRO DE ENTRE RIOS;MG;FERRO;-44,343666;-20,654631;2274052;P1
Jmn Mineração S.a.;DESTERRO DE ENTRE RIOS;MG;GRAFITA;-44,343666;-20,654631;2274052;P1
Jmn Mineração S.a.;DESTERRO DE ENTRE RIOS;MG;FERRO;-44,343666;-20,654631;2274052;P1
Jmn Mineração S.a.;DESTERRO DE ENTRE RIOS;MG;GRAFITA;-44,343666;-20,654631;2274052;P1
Jmn Mineração S.a.;MATEUS LEME;MG;FERRO;-44,428991;-19,990868;2274052;P1
Jmn Mineração S.a.;MATEUS LEME;MG;GRAFITA;-44,428991;-19,990868;2274052;P1
Jmn Mineração S.a.;MATEUS LEME;MG;FERRO;-44,428991;-19,990868;2274052;P1
Jmn Mineração S.a.;MATEUS LEME;MG;GRAFITA;-44,428991;-19,990868;2274052;P1
Jmn Mineração S.a.;DESTERRO DE ENTRE RIOS;MG;FERRO;-44,343666;-20,654631;2274052;P1
Jmn Mineração S.a.;DESTERRO DE ENTRE RIOS;MG;GRAFITA;-44,343666;-20,654631;2274052;P1
Jmn Mineração S.a.;MATEUS LEME;MG;FERRO;-44,428991;-19,990868;2274052;P1
Jmn Mineração S.a.;MATEUS LEME;MG;GRAFITA;-44,428991;-19,990868;2274052;P1
Jose Reinaldo Martins Fontes Junior;NOVA CAMPINA;SP;FILITO;-48,905738;-24,12321;25583;P1
Jose Reinaldo Martins Fontes Junior;NOVA CAMPINA;SP;FILITO;-48,905738;-24,12321;25583;P1
Jose Reinaldo Martins Fontes Junior;NOVA CAMPINA;SP;FILITO;-48,905738;-24,12321;25583;P1
Jota Lessa Participações Ltda;SANTA MARIA DE ITABIRA;MG;FERRO;-43,11015;-19,459011;11809;P1
K2 Mineracao e Exportacao Eireli Epp;ITINGA;MG;BERÍLO;-41,778178;-16,601429;10748;P1
K2 Mineracao e Exportacao Eireli Epp;ITINGA;MG;BERÍLO;-41,778178;-16,601429;10748;P1
Lamil Lage Minérios Ltda;MATEUS LEME;MG;AGALMATOLITO;-44,428991;-19,990868;211547;P1
Lamil Lage Minérios Ltda;PARÁ DE MINAS;MG;AGALMATOLITO;-44,60538;-19,864738;211547;P1
Lamil Lage Minérios Ltda;MATEUS LEME;MG;AGALMATOLITO;-44,428991;-19,990868;211547;P1
Lamil Lage Minérios Ltda;PARÁ DE MINAS;MG;AGALMATOLITO;-44,60538;-19,864738;211547;P1
Lamil Lage Minérios Ltda;MATEUS LEME;MG;AGALMATOLITO;-44,428991;-19,990868;211547;P1
Lamil Lage Minérios Ltda;PARÁ DE MINAS;MG;AGALMATOLITO;-44,60538;-19,864738;211547;P1
Lamil Lage Minérios Ltda;MATEUS LEME;MG;AGALMATOLITO;-44,428991;-19,990868;211547;P1
Lamil Lage Minérios Ltda;PARÁ DE MINAS;MG;AGALMATOLITO;-44,60538;-19,864738;211547;P1
Lamil Lage Minérios Ltda;MATEUS LEME;MG;AGALMATOLITO;-44,428991;-19,990868;211547;P1
Lamil Lage Minérios Ltda;PARÁ DE MINAS;MG;AGALMATOLITO;-44,60538;-19,864738;211547;P1
Lamil Lage Minérios Ltda;MATEUS LEME;MG;AGALMATOLITO;-44,428991;-19,990868;211547;P1
Lamil Lage Minérios Ltda;PARÁ DE MINAS;MG;AGALMATOLITO;-44,60538;-19,864738;211547;P1
Lamil Lage Minérios Ltda;MATEUS LEME;MG;AGALMATOLITO;-44,428991;-19,990868;211547;P1
Lamil Lage Minérios Ltda;PARÁ DE MINAS;MG;AGALMATOLITO;-44,60538;-19,864738;211547;P1
Manganês Congonhal Ltda;CONGONHAL;MG;MANGANÊS;-46,053662;-22,152561;25697;P1
Maquiob Locação de Máquinas e Transportes Ltda;BALSA NOVA;PR;CAULIM;-49,631756;-25,578498;12;P1
Márcio Resende Lima;NOVA LIMA;MG;FERRO;-43,849783;-19,983893;2607;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mbl Materiais Básicos Ltda;ITATIAIUÇU;MG;FERRO;-44,429164;-20,198642;1775977;P1
Mendes Extração Ltda Epp;ARMAZÉM;SC;QUARTZO;-49,012911;-28,258705;550;P1
Mendes Extração Ltda Epp;GRAVATAL;SC;QUARTZO;-49,03947;-28,329131;550;P1
Mendes Extração Ltda Epp;ARMAZÉM;SC;QUARTZO;-49,012911;-28,258705;550;P1
Mendes Extração Ltda Epp;GRAVATAL;SC;QUARTZO;-49,03947;-28,329131;550;P1
Meridian Mineração Jaburi S.a.;ESPIGÃO D'OESTE;RO;MANGANÊS;-61,020173;-11,528555;113163;P1
Mhag Serviços e Mineração S.a.;JUCURUTU;RN;FERRO;-37,020226;-6,033419;20172;P1
Mib Mineração Ibirité Ltda;BRUMADINHO;MG;FERRO;-44,200188;-20,144174;12275;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-60,670533;2,816682;6069;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-36,235374;-7,257913;6069;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-60,670533;2,816682;6069;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-36,235374;-7,257913;6069;P1
Mibra Minérios Ltda.;PICUÍ;PB;FELDSPATO;-36,347046;-6,510136;6069;P1
Mibra Minérios Ltda.;SÃO JOÃO DO CARIRI;PB;FELDSPATO;-36,531521;-7,390201;6069;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-60,670533;2,816682;6069;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-36,235374;-7,257913;6069;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-60,670533;2,816682;6069;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-36,235374;-7,257913;6069;P1
Mibra Minérios Ltda.;PICUÍ;PB;FELDSPATO;-36,347046;-6,510136;6069;P1
Mibra Minérios Ltda.;SÃO JOÃO DO CARIRI;PB;FELDSPATO;-36,531521;-7,390201;6069;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-60,670533;2,816682;6069;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-36,235374;-7,257913;6069;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-60,670533;2,816682;6069;P1
Mibra Minérios Ltda.;BOA VISTA;PB;FELDSPATO;-36,235374;-7,257913;6069;P1
Mibra Minérios Ltda.;PICUÍ;PB;FELDSPATO;-36,347046;-6,510136;6069;P1
Mibra Minérios Ltda.;SÃO JOÃO DO CARIRI;PB;FELDSPATO;-36,531521;-7,390201;6069;P1
MINA TUCANO LTDA.;PEDRA BRANCA DO AMAPARI;AP;FERRO;-51,946594;0,776883;2688796;P1
Minar Mineração Aredes Ltda.;ITABIRITO;MG;FERRO;-43,802143;-20,254177;59171;P1
Minepar Minerios Gaspar Ltda;GASPAR;SC;OURO;-48,967707;-26,918369;1741;P1
Minepar Minerios Gaspar Ltda;GASPAR;SC;OURO;-48,967707;-26,918369;1741;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;CONQUISTA D'OESTE;MT;OURO;-59,545074;-14,536273;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;NOVA LACERDA;MT;OURO;-59,590331;-14,469789;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;PONTES E LACERDA;MT;OURO;-59,338002;-15,229728;1547439;P1
Mineração Apoena S A;VILA BELA DA SANTÍSSIMA TRINDADE;MT;OURO;-59,952558;-15,009324;1547439;P1
