Titular;Municipio(s);ESTADO;PrimeiroDeSUBS;LONGITUDE;LATITUDE;CFEM;FAIXA OPERAÇÃO CFEM
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FELDSPATO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;SÃO MAMEDE;PB;FILITO;-37,094857;-6,930228;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FELDSPATO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;EQUADOR;RN;FILITO;-36,716412;-6,945843;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FELDSPATO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;CARNAÚBA DOS DANTAS;RN;FILITO;-36,595252;-6,560733;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FELDSPATO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;LAJES PINTADAS;RN;FILITO;-36,118442;-6,151432;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FELDSPATO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;PARELHAS;RN;FILITO;-36,657805;-6,688755;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FELDSPATO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;SANTANA DO SERIDÓ;RN;FILITO;-36,736852;-6,770152;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FELDSPATO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;GRANJA;CE;FILITO;-40,829939;-3,118952;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FELDSPATO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;MARTINÓPOLE;CE;FILITO;-40,699355;-3,225012;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FELDSPATO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;QUIXERAMOBIM;CE;FILITO;-39,294354;-5,198405;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FELDSPATO;-39,008225;-5,726351;1180;P1
Casa Grande Mineração Ltda;SOLONÓPOLE;CE;FILITO;-39,008225;-5,726351;1180;P1
